PhraseID,SentenceID,Sentence
520,520,"['[', ""'BEDEVERE"", ':', 'Who', 'are', 'you', 'who', 'are', 'so', 'wise', 'in', 'the', 'ways', 'of', 'science', '?', ""'"", ']']"
521,521,"['[', ""'ARTHUR"", ':', 'I', 'am', 'Arthur', ',', 'King', 'of', 'the', 'Britons', '.', ""'"", ']']"
522,522,"['[', ""'BEDEVERE"", ':', 'My', 'liege', '!', ""'"", ']']"
523,523,"['[', ""'ARTHUR"", ':', 'Good', 'Sir', 'Knight', ',', 'will', 'you', 'come', 'with', 'me', 'to', 'Camelot', 'and', 'join', 'us', 'at', 'the', 'Round', 'Table', '?', ""'"", ']']"
524,524,"['[', ""'BEDEVERE"", ':', 'My', 'liege', '!', ""'"", ']']"
525,525,"['[', ""'"", 'I', 'would', 'be', 'honored', '.', ""'"", ']']"
526,526,"['[', ""'ARTHUR"", ':', 'What', 'is', 'your', 'name', '?', ""'"", ']']"
527,527,"['[', '``', 'BEDEVERE', ':', ""'Bedevere"", ""'"", ',', 'my', 'liege', '.', ""''"", ']']"
528,528,"['[', '``', 'ARTHUR', ':', 'Then', 'I', 'dub', 'you', ""'Sir"", 'Bedemere', ',', 'Knight', 'of', 'the', 'Round', 'Table', ""'"", '.', ""''"", ']']"
529,529,"['[', ']']"
530,530,"['[', ""'"", '[', 'Narrative', 'Interlude', ']', ""'"", ']']"
531,531,"['[', '``', 'NARRATOR', ':', 'The', 'wise', 'Sir', 'Bedevere', 'was', 'the', 'first', 'to', 'join', 'King', 'Arthur', ""'s"", 'knights', ',', 'but', 'other', 'illustrious', 'names', 'were', 'soon', 'to', 'follow', ':', ""''"", ']']"
532,532,"['[', ""'Sir"", 'Lancelot', 'the', 'Brave', ',', ""'"", ']']"
533,533,"['[', ""'Sir"", 'Gallahad', 'the', 'Pure', ',', ""'"", ']']"
534,534,"['[', ""'and"", 'Sir', 'Robin', 'the-not-quite-so-brave-as-Sir-Lancelot', ',', ""'"", ']']"
535,535,"['[', ""'who"", 'had', 'nearly', 'fought', 'the', 'Dragon', 'of', 'Angnor', ',', ""'"", ']']"
536,536,"['[', ""'who"", 'had', 'nearly', 'stood', 'up', 'to', 'the', 'vicious', 'Chicken', 'of', 'Bristol', ',', ""'"", ']']"
537,537,"['[', ""'and"", 'who', 'had', 'personally', 'wet', 'himself', 'at', 'the', 'Battle', 'of', 'Badon', 'Hill', ',', ""'"", ']']"
538,538,"['[', ""'and"", 'the', 'aptly', 'named', 'Sir', 'Not-appearing-in-this-film', '.', ""'"", ']']"
539,539,"['[', ""'Together"", 'they', 'formed', 'a', 'band', 'whose', 'names', 'and', 'deeds', 'were', 'to', 'be', 'retold', 'throughout', 'the', 'centuries', ':', 'The', 'Knights', 'of', 'the', 'Round', 'Table', '.', ""'"", ']']"
540,540,"['[', ']']"
541,541,"['[', ""'SCENE"", '6', ':', 'Camelot', 'is', 'a', 'Silly', 'Place', ""'"", ']']"
542,542,"['[', ""'"", '[', 'clop', 'clop', 'clop', ']', ""'"", ']']"
543,543,"['[', ""'SIR"", 'BEDEVERE', ':', 'And', 'that', ',', 'my', 'liege', ',', 'is', 'how', 'we', 'know', 'the', 'earth', 'to', 'be', 'banana-shaped', '.', ""'"", ']']"
544,544,"['[', ""'ARTHUR"", ':', 'This', 'new', 'learning', 'amazes', 'me', ',', 'Sir', 'Bedevere', '.', ""'"", ']']"
545,545,"['[', '``', 'Explain', 'again', 'how', 'sheep', ""'s"", 'bladders', 'may', 'be', 'employed', 'to', 'prevent', 'earthquakes', '.', ""''"", ']']"
546,546,"['[', ""'BEDEVERE"", ':', 'Oh', ',', 'certainly', ',', 'sir', '.', ""'"", ']']"
547,547,"['[', ""'SIR"", 'LANCELOT', ':', 'Look', ',', 'my', 'liege', '!', ""'"", ']']"
548,548,"['[', ""'"", '[', 'trumpets', ']', ""'"", ']']"
549,549,"['[', ""'ARTHUR"", ':', 'Camelot', '!', ""'"", ']']"
550,550,"['[', ""'SIR"", 'GALAHAD', ':', 'Camelot', '!', ""'"", ']']"
551,551,"['[', ""'LANCELOT"", ':', 'Camelot', '!', ""'"", ']']"
552,552,"['[', '``', 'PATSY', ':', 'It', ""'s"", 'only', 'a', 'model', '.', ""''"", ']']"
553,553,"['[', ""'ARTHUR"", ':', 'Shh', '!', ""'"", ',', ""'Knights"", ',', 'I', 'bid', 'you', 'welcome', 'to', 'your', 'new', 'home', '.', ""'"", ']']"
554,554,"['[', ""'Let"", 'us', 'ride', '...', 'to', '...', 'Camelot', '!', ""'"", ']']"
555,555,"['[', ""'"", '[', 'in', 'medieval', 'hall', ']', ""'"", ']']"
556,556,"['[', '``', 'KNIGHTS', ':', '[', 'singing', ']', 'We', ""'re"", 'Knights', 'of', 'the', 'Round', 'Table', '.', ""''"", ']']"
557,557,"['[', '``', 'We', 'dance', ""whene'er"", 'we', ""'re"", 'able', '.', ""''"", ']']"
558,558,"['[', ""'We"", 'do', 'routines', 'and', 'chorus', 'scenes', 'With', 'footwork', 'impeccable', '.', ""'"", ']']"
559,559,"['[', ""'We"", 'dine', 'well', 'here', 'in', 'Camelot', '.', ""'"", ']']"
560,560,"['[', ""'We"", 'eat', 'ham', 'and', 'jam', 'and', 'spam', 'a', 'lot', '.', ""'"", ']']"
561,561,"['[', ""'"", '[', 'dancing', ']', ""'"", ']']"
562,562,"['[', '``', 'We', ""'re"", 'Knights', 'of', 'the', 'Round', 'Table', '.', ""''"", ']']"
563,563,"['[', ""'Our"", 'shows', 'are', 'formidable', ',', ""'"", ']']"
564,564,"['[', '``', 'But', 'many', 'times', 'we', ""'re"", 'given', 'rhymes', 'That', 'are', 'quite', 'unsingable', '.', ""''"", ']']"
565,565,"['[', '``', 'We', ""'re"", 'opera', 'mad', 'in', 'Camelot', '.', ""''"", ']']"
566,566,"['[', ""'We"", 'sing', 'from', 'the', 'diaphragm', 'a', 'lot', '.', ""'"", ']']"
567,567,"['[', ""'"", '[', 'in', 'dungeon', ']', ""'"", ']']"
568,568,"['[', ""'PRISONER"", ':', '[', 'clap', 'clap', 'clap', 'clap', ']', ""'"", ']']"
569,569,"['[', ""'"", '[', 'in', 'medieval', 'hall', ']', ""'"", ']']"
570,570,"['[', '``', 'KNIGHTS', ':', '[', 'tap-dancing', ']', 'In', 'war', 'we', ""'re"", 'tough', 'and', 'able', ',', ""''"", ']']"
571,571,"['[', ""'Quite"", 'indefatigable', '.', ""'"", ']']"
572,572,"['[', ""'Between"", 'our', 'quests', 'we', 'sequin', 'vests', 'and', 'impersonate', 'Clark', 'Gable', '.', ""'"", ']']"
573,573,"['[', '``', 'It', ""'s"", 'a', 'busy', 'life', 'in', 'Camelot', '.', ""''"", ']']"
574,574,"['[', ""'MAN"", ':', 'I', 'have', 'to', 'push', 'the', 'pram', 'a', 'lot', '.', ""'"", ']']"
575,575,"['[', ""'"", '[', 'outdoors', ']', ""'"", ']']"
576,576,"['[', '``', 'ARTHUR', ':', 'Well', ',', 'on', 'second', 'thought', ',', 'let', ""'s"", 'not', 'go', 'to', 'Camelot', '.', ""''"", ']']"
577,577,"['[', ""'It"", 'is', 'a', 'silly', 'place', '.', ""'"", ']']"
578,578,"['[', ""'KNIGHTS"", ':', 'Right', ',', 'right', '.', ""'"", ']']"
579,579,"['[', ']']"
580,580,"['[', ""'SCENE"", '7', ':', 'God', 'Gives', 'Arthur', 'a', 'Stern', 'Talking', 'To', ""'"", ']']"
581,581,"['[', ""'"", '[', 'clop', 'clop', 'clop', ']', ""'"", ']']"
582,582,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
583,583,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
584,584,"['[', ""'"", '[', 'angels', 'sing', ']', ""'"", ']']"
585,585,"['[', ""'GOD"", ':', 'Arthur', '!', ""'"", ']']"
586,586,"['[', ""'Arthur"", ',', 'King', 'of', 'the', 'Britons', '!', ""'"", ']']"
587,587,"['[', '``', 'Oh', ',', 'do', ""n't"", 'grovel', '!', ""''"", ']']"
588,588,"['[', ""'"", '[', 'singing', 'stops', ']', ""'"", ']']"
589,589,"['[', '``', 'One', 'thing', 'I', 'ca', ""n't"", 'stand', ',', 'it', ""'s"", 'people', 'groveling', '.', ""''"", ']']"
590,590,"['[', ""'ARTHUR"", ':', 'Sorry', '.', ""'"", ']']"
591,591,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
592,592,"['[', '``', 'GOD', ':', 'And', 'do', ""n't"", 'apologize', '.', ""''"", ']']"
593,593,"['[', '``', 'Every', 'time', 'I', 'try', 'to', 'talk', 'to', 'someone', 'it', ""'s"", ""'sorry"", 'this', ""'"", 'and', ""'forgive"", 'me', 'that', ""'"", 'and', ""'"", 'I', ""'m"", 'not', 'worthy', ""'"", '.', ""''"", ']']"
594,594,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
595,595,"['[', ""'What"", 'are', 'you', 'doing', 'now', '?', ""'"", ',', ""'"", '!', ""'"", ']']"
596,596,"['[', '``', 'ARTHUR', ':', 'I', ""'m"", 'averting', 'my', 'eyes', ',', 'O', 'Lord', '.', ""''"", ']']"
597,597,"['[', '``', 'GOD', ':', 'Well', ',', 'do', ""n't"", '.', ""''"", ']']"
598,598,"['[', '``', 'It', ""'s"", 'like', 'those', 'miserable', 'Psalms', '--', 'they', ""'re"", 'so', 'depressing', '.', ""''"", ']']"
599,599,"['[', ""'Now"", ',', 'knock', 'it', 'off', '!', ""'"", ']']"
600,600,"['[', ""'ARTHUR"", ':', 'Yes', ',', 'Lord', '.', ""'"", ']']"
601,601,"['[', ""'GOD"", ':', 'Right', '!', ""'"", ',', ""'Arthur"", ',', 'King', 'of', 'the', 'Britons', ',', 'your', 'Knights', 'of', 'the', 'Round', 'Table', 'shall', 'have', 'a', 'task', 'to', 'make', 'them', 'an', 'example', 'in', 'these', 'dark', 'times', '.', ""'"", ']']"
602,602,"['[', ""'ARTHUR"", ':', 'Good', 'idea', ',', 'O', 'Lord', '!', ""'"", ']']"
603,603,"['[', '``', 'GOD', ':', ""'Course"", 'it', ""'s"", 'a', 'good', 'idea', '!', ""''"", ']']"
604,604,"['[', ""'Behold"", '!', ""'"", ']']"
605,605,"['[', ""'"", '[', 'angels', 'sing', ']', ""'"", ']']"
606,606,"['[', ""'Arthur"", ',', 'this', 'is', 'the', 'Holy', 'Grail', '.', ""'"", ']']"
607,607,"['[', ""'Look"", 'well', ',', 'Arthur', ',', 'for', 'it', 'is', 'your', 'sacred', 'task', 'to', 'seek', 'this', 'grail', '.', ""'"", ']']"
608,608,"['[', ""'That"", 'is', 'your', 'purpose', ',', 'Arthur', ':', 'the', 'quest', 'for', 'the', 'Holy', 'Grail', '.', ""'"", ']']"
609,609,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
610,610,"['[', ""'"", '[', 'singing', 'stops', ']', ""'"", ']']"
611,611,"['[', ""'LANCELOT"", ':', 'A', 'blessing', '!', ""'"", ']']"
612,612,"['[', ""'"", 'A', 'blessing', 'from', 'the', 'Lord', '!', ""'"", ']']"
613,613,"['[', ""'GALAHAD"", ':', 'God', 'be', 'praised', '!', ""'"", ']']"
614,614,"['[', ']']"
615,615,"['[', ""'SCENE"", '8', ':', 'Why', 'No', 'One', 'Likes', 'The', 'French', ""'"", ']']"
616,616,"['[', ""'"", '[', 'King', 'Arthur', 'music', ']', ""'"", ']']"
617,617,"['[', ""'"", '[', 'clop', 'clop', 'clop', ']', ""'"", ']']"
618,618,"['[', ""'ARTHUR"", ':', 'Halt', '!', ""'"", ']']"
619,619,"['[', ""'"", '[', 'horn', ']', ""'"", ']']"
620,620,"['[', ""'Hallo"", '!', ""'"", ']']"
621,621,"['[', ""'"", '[', 'pause', ']', ""'"", ']']"
622,622,"['[', ""'Hallo"", '!', ""'"", ']']"
623,623,"['[', ""'FRENCH"", 'GUARD', ':', 'Allo', '!', ""'"", ']']"
624,624,"['[', ""'Who"", 'is', 'eet', '?', ""'"", ']']"
625,625,"['[', ""'ARTHUR"", ':', 'It', 'is', 'King', 'Arthur', ',', 'and', 'these', 'are', 'my', 'Knights', 'of', 'the', 'Round', 'Table', '.', ""'"", ']']"
626,626,"['[', ""'Whose"", 'castle', 'is', 'this', '?', ""'"", ']']"
627,627,"['[', ""'FRENCH"", 'GUARD', ':', 'This', 'is', 'the', 'castle', 'of', 'my', 'master', ',', 'Guy', 'de', 'Loimbard', '.', ""'"", ']']"
628,628,"['[', ""'ARTHUR"", ':', 'Go', 'and', 'tell', 'your', 'master', 'that', 'we', 'have', 'been', 'charged', 'by', 'God', 'with', 'a', 'sacred', 'quest', '.', ""'"", ']']"
629,629,"['[', ""'If"", 'he', 'will', 'give', 'us', 'food', 'and', 'shelter', 'for', 'the', 'night', ',', 'he', 'can', 'join', 'us', 'in', 'our', 'quest', 'for', 'the', 'Holy', 'Grail', '.', ""'"", ']']"
630,630,"['[', '``', 'FRENCH', 'GUARD', ':', 'Well', ',', 'I', ""'ll"", 'ask', 'him', ',', 'but', 'I', 'do', ""n't"", 'think', 'he', ""'ll"", 'be', 'very', 'keen', '.', ""''"", ']']"
631,631,"['[', '``', 'Uh', ',', 'he', ""'s"", 'already', 'got', 'one', ',', 'you', 'see', '.', ""''"", ']']"
632,632,"['[', ""'ARTHUR"", ':', 'What', '?', ""'"", ']']"
633,633,"['[', '``', 'GALAHAD', ':', 'He', 'says', 'they', ""'ve"", 'already', 'got', 'one', '!', ""''"", ']']"
634,634,"['[', '``', 'ARTHUR', ':', 'Are', 'you', 'sure', 'he', ""'s"", 'got', 'one', '?', ""''"", ']']"
635,635,"['[', ""'FRENCH"", 'GUARD', ':', 'Oh', ',', 'yes', '.', ""'"", ',', '``', 'It', ""'s"", 'very', 'nice-a', '.', ""''"", ']']"
636,636,"['[', ""'"", '(', 'I', 'told', 'him', 'we', 'already', 'got', 'one', '.', ')', ""'"", ']']"
637,637,"['[', ""'FRENCH"", 'GUARDS', ':', '[', 'chuckling', ']', ""'"", ']']"
638,638,"['[', ""'ARTHUR"", ':', 'Well', ',', 'u', '--', 'um', ',', 'can', 'we', 'come', 'up', 'and', 'have', 'a', 'look', '?', ""'"", ']']"
639,639,"['[', ""'FRENCH"", 'GUARD', ':', 'Of', 'course', 'not', '!', ""'"", ']']"
640,640,"['[', ""'You"", 'are', 'English', 'types-a', '!', ""'"", ']']"
641,641,"['[', ""'ARTHUR"", ':', 'Well', ',', 'what', 'are', 'you', ',', 'then', '?', ""'"", ']']"
642,642,"['[', '``', 'FRENCH', 'GUARD', ':', 'I', ""'m"", 'French', '!', ""''"", ']']"
643,643,"['[', ""'Why"", 'do', 'think', 'I', 'have', 'this', 'outrageous', 'accent', ',', 'you', 'silly', 'king-a', '?', ""'"", ',', ""'"", '!', ""'"", ']']"
644,644,"['[', ""'GALAHAD"", ':', 'What', 'are', 'you', 'doing', 'in', 'England', '?', ""'"", ']']"
645,645,"['[', ""'FRENCH"", 'GUARD', ':', 'Mind', 'your', 'own', 'business', '!', ""'"", ']']"
646,646,"['[', ""'ARTHUR"", ':', 'If', 'you', 'will', 'not', 'show', 'us', 'the', 'Grail', ',', 'we', 'shall', 'take', 'your', 'castle', 'by', 'force', '!', ""'"", ']']"
647,647,"['[', '``', 'FRENCH', 'GUARD', ':', 'You', 'do', ""n't"", 'frighten', 'us', ',', 'English', 'pig-dogs', '!', ""''"", ']']"
648,648,"['[', ""'Go"", 'and', 'boil', 'your', 'bottom', ',', 'sons', 'of', 'a', 'silly', 'person', '.', ""'"", ']']"
649,649,"['[', ""'"", 'I', 'blow', 'my', 'nose', 'at', 'you', ',', 'so-called', 'Arthur', 'King', ',', 'you', 'and', 'all', 'your', 'silly', 'English', 'k-nnnnniggits', '.', ""'"", ']']"
650,650,"['[', ""'Thpppppt"", '!', ""'"", ',', ""'Thppt"", '!', ""'"", ',', ""'Thppt"", '!', ""'"", ']']"
651,651,"['[', ""'GALAHAD"", ':', 'What', 'a', 'strange', 'person', '.', ""'"", ']']"
652,652,"['[', ""'ARTHUR"", ':', 'Now', 'look', 'here', ',', 'my', 'good', 'man', '--', ""'"", ']']"
653,653,"['[', '``', 'FRENCH', 'GUARD', ':', 'I', 'do', ""n't"", 'wan', 'na', 'talk', 'to', 'you', 'no', 'more', ',', 'you', 'empty', 'headed', 'animal', 'food', 'trough', 'wiper', '!', ""''"", ']']"
654,654,"['[', ""'"", 'I', 'fart', 'in', 'your', 'general', 'direction', '!', ""'"", ']']"
655,655,"['[', ""'Your"", 'mother', 'was', 'a', 'hamster', 'and', 'your', 'father', 'smelt', 'of', 'elderberries', '!', ""'"", ']']"
656,656,"['[', ""'GALAHAD"", ':', 'Is', 'there', 'someone', 'else', 'up', 'there', 'we', 'could', 'talk', 'to', '?', ""'"", ']']"
657,657,"['[', ""'FRENCH"", 'GUARD', ':', 'No', '.', ""'"", ']']"
658,658,"['[', ""'Now"", ',', 'go', 'away', ',', 'or', 'I', 'shall', 'taunt', 'you', 'a', 'second', 'time-a', '!', ""'"", ']']"
659,659,"['[', ""'"", '[', 'sniff', ']', ""'"", ']']"
660,660,"['[', ""'ARTHUR"", ':', 'Now', ',', 'this', 'is', 'your', 'last', 'chance', '.', ""'"", ']']"
661,661,"['[', '``', 'I', ""'ve"", 'been', 'more', 'than', 'reasonable', '.', ""''"", ']']"
662,662,"['[', ""'FRENCH"", 'GUARD', ':', '(', 'Fetchez', 'la', 'vache', '.', ')', ""'"", ']']"
663,663,"['[', ""'OTHER"", 'FRENCH', 'GUARD', ':', 'Quoi', '?', ""'"", ']']"
664,664,"['[', ""'FRENCH"", 'GUARD', ':', '(', 'Fetchez', 'la', 'vache', '!', ')', ""'"", ']']"
665,665,"['[', ""'"", '[', 'mooo', ']', ""'"", ']']"
666,666,"['[', ""'ARTHUR"", ':', 'If', 'you', 'do', 'not', 'agree', 'to', 'my', 'commands', ',', 'then', 'I', 'shall', '--', ""'"", ']']"
667,667,"['[', ""'"", '[', 'twong', ']', ""'"", ']']"
668,668,"['[', ""'"", '[', 'mooooooo', ']', ""'"", ']']"
669,669,"['[', ""'Jesus"", 'Christ', '!', ""'"", ']']"
670,670,"['[', ""'KNIGHTS"", ':', 'Christ', '!', ""'"", ']']"
671,671,"['[', ""'"", '[', 'thud', ']', ""'"", ']']"
672,672,"['[', ""'Ah"", '!', ""'"", ',', ""'Ohh"", '!', '...', ""'"", ']']"
673,673,"['[', ""'ARTHUR"", ':', 'Right', '!', ""'"", ',', ""'Charge"", '!', ""'"", ']']"
674,674,"['[', ""'KNIGHTS"", ':', 'Charge', '!', ""'"", ']']"
675,675,"['[', ""'"", '[', 'mayhem', ']', ""'"", ']']"
676,676,"['[', ""'FRENCH"", 'GUARD', ':', 'Hey', ',', 'this', 'one', 'is', 'for', 'your', 'mother', '!', ""'"", ',', ""'There"", 'you', 'go', '.', ""'"", ']']"
677,677,"['[', ""'"", '[', 'mayhem', ']', ""'"", ']']"
678,678,"['[', '``', 'FRENCH', 'GUARD', ':', 'And', 'this', 'one', ""'s"", 'for', 'your', 'dad', '!', ""''"", ']']"
679,679,"['[', ""'ARTHUR"", ':', 'Run', 'away', '!', ""'"", ']']"
680,680,"['[', ""'KNIGHTS"", ':', 'Run', 'away', '!', ""'"", ']']"
681,681,"['[', ""'FRENCH"", 'GUARD', ':', 'Thppppt', '!', ""'"", ']']"
682,682,"['[', ""'FRENCH"", 'GUARDS', ':', '[', 'taunting', ']', ""'"", ']']"
683,683,"['[', ""'LANCELOT"", ':', 'Fiends', '!', ""'"", ']']"
684,684,"['[', '``', 'I', ""'ll"", 'tear', 'them', 'apart', '!', ""''"", ']']"
685,685,"['[', ""'ARTHUR"", ':', 'No', ',', 'no', '.', ""'"", ',', ""'No"", ',', 'no', '.', ""'"", ']']"
686,686,"['[', ""'BEDEVERE"", ':', 'Sir', '!', ""'"", ']']"
687,687,"['[', ""'"", 'I', 'have', 'a', 'plan', ',', 'sir', '.', ""'"", ']']"
688,688,"['[', ""'"", '[', 'Later', '...', ']', ""'"", ']']"
689,689,"['[', ""'"", '[', 'wind', ']', ""'"", ']']"
690,690,"['[', ""'"", '[', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', 'saw', ']', ""'"", ']']"
691,691,"['[', ""'"", '[', 'clunk', ']', ""'"", ']']"
692,692,"['[', ""'"", '[', 'bang', ']', ""'"", ']']"
693,693,"['[', ""'"", '[', 'rewr', '!', ']', ""'"", ']']"
694,694,"['[', ""'"", '[', 'squeak', 'squeak', 'squeak', 'squeak', 'squeak', 'squeak', 'squeak', 'squeak', 'squeak', 'squeak', ']', ""'"", ']']"
695,695,"['[', ""'"", '[', 'rrrr', 'rrrr', 'rrrr', ']', ""'"", ']']"
696,696,"['[', ""'"", '[', 'drilllll', ']', ""'"", ']']"
697,697,"['[', ""'"", '[', 'sawwwww', ']', ""'"", ']']"
698,698,"['[', ""'"", '[', 'clunk', ']', ""'"", ']']"
699,699,"['[', ""'"", '[', 'crash', ']', ""'"", ']']"
700,700,"['[', ""'"", '[', 'clang', ']', ""'"", ']']"
701,701,"['[', ""'"", '[', 'squeak', 'squeak', 'squeak', 'squeak', 'squeak', '...', ']', ""'"", ']']"
702,702,"['[', ""'"", '[', 'creak', ']', ""'"", ']']"
703,703,"['[', '``', 'FRENCH', 'GUARDS', ':', '[', 'whispering', ']', ""C'est"", 'un', 'lapin', ',', 'lapin', 'de', 'bois', '.', ""''"", ']']"
704,704,"['[', ""'Quoi"", '?', ""'"", ']']"
705,705,"['[', ""'Un"", 'cadeau', '.', ""'"", ']']"
706,706,"['[', ""'What"", '?', ""'"", ']']"
707,707,"['[', ""'"", 'A', 'present', '.', ""'"", ']']"
708,708,"['[', ""'Oh"", ',', 'un', 'cadeau', '.', ""'"", ']']"
709,709,"['[', ""'Oui"", ',', 'oui', '.', ""'"", ']']"
710,710,"['[', ""'Allons-y"", '.', ""'"", ']']"
711,711,"['[', ""'What"", '?', ""'"", ',', '``', 'Let', ""'s"", 'go', '.', ""''"", ']']"
712,712,"['[', ""'Oh"", '.', ""'"", ',', ""'On"", 'y', 'va', '.', ""'"", ']']"
713,713,"['[', ""'Bon"", 'magne', '.', ""'"", ']']"
714,714,"['[', ""'Over"", 'here', '...', ""'"", ']']"
715,715,"['[', ""'"", '[', 'squeak', 'squeak', 'squeak', 'squeak', 'squeak', '...', ']', ""'"", ']']"
716,716,"['[', ""'"", '[', 'clllank', ']', ""'"", ']']"
717,717,"['[', ""'ARTHUR"", ':', 'What', 'happens', 'now', '?', ""'"", ']']"
718,718,"['[', ""'BEDEVERE"", ':', 'Well', ',', 'now', ',', 'uh', ',', 'Lancelot', ',', 'Galahad', ',', 'and', 'I', ',', 'uh', ',', 'wait', 'until', 'nightfall', ',', 'and', 'then', 'leap', 'out', 'of', 'the', 'rabbit', ',', 'taking', 'the', 'French', ',', 'uh', ',', 'by', 'surprise', '.', ""'"", ']']"
719,719,"['[', ""'Not"", 'only', 'by', 'surprise', ',', 'but', 'totally', 'unarmed', '!', ""'"", ']']"
720,720,"['[', ""'ARTHUR"", ':', 'Who', 'leaps', 'out', '?', ""'"", ']']"
721,721,"['[', ""'BEDEVERE"", ':', 'U', '--', 'u', '--', 'uh', ',', 'Lancelot', ',', 'Galahad', ',', 'and', 'I', ',', 'uh', ',', 'leap', 'out', 'of', 'the', 'rabbit', ',', 'uh', ',', 'and', 'uh', '...', ""'"", ']']"
722,722,"['[', ""'ARTHUR"", ':', 'Ohh', '.', ""'"", ']']"
723,723,"['[', ""'BEDEVERE"", ':', 'Oh', '.', ""'"", ',', ""'Um"", ',', 'l', '--', 'look', ',', 'i', '--', 'i', '--', 'if', 'we', 'built', 'this', 'large', 'wooden', 'badger', '--', ""'"", ']']"
724,724,"['[', ""'"", '[', 'clank', ']', ""'"", ']']"
725,725,"['[', ""'"", '[', 'twong', ']', ""'"", ']']"
726,726,"['[', ""'ARTHUR"", ':', 'Run', 'away', '!', ""'"", ']']"
727,727,"['[', ""'KNIGHTS"", ':', 'Run', 'away', '!', ""'"", ']']"
728,728,"['[', ""'Run"", 'away', '!', ""'"", ']']"
729,729,"['[', ""'Run"", 'away', '!', ""'"", ']']"
730,730,"['[', ""'Run"", 'away', '!', ""'"", ']']"
731,731,"['[', ""'Run"", 'away', '!', ""'"", ']']"
732,732,"['[', ""'Run"", 'away', '!', ""'"", ']']"
733,733,"['[', ""'Run"", 'away', '!', ""'"", ']']"
734,734,"['[', ""'"", '[', 'CRASH', ']', ""'"", ']']"
735,735,"['[', ""'FRENCH"", 'GUARDS', ':', 'Oh', ',', 'haw', 'haw', 'haw', 'haw', '!', ""'"", ',', ""'Haw"", '!', ""'"", ',', ""'Haw"", 'haw', 'heh', '...', ""'"", ']']"
736,736,"['[', ']']"
737,737,"['[', '``', 'SCENE', '9', ':', 'Sir', 'Robin', ""'s"", 'Minstrals', 'Turn', 'Nasty', ""''"", ']']"
738,738,"['[', ""'"", '[', 'trumpets', ']', ""'"", ']']"
739,739,"['[', ""'NARRATOR"", ':', 'The', 'Tale', 'of', 'Sir', 'Robin', '.', ""'"", ']']"
740,740,"['[', ""'So"", ',', 'each', 'of', 'the', 'knights', 'went', 'their', 'separate', 'ways', '.', ""'"", ']']"
741,741,"['[', ""'Sir"", 'Robin', 'rode', 'north', ',', 'through', 'the', 'dark', 'forest', 'of', 'Ewing', ',', 'accompanied', 'by', 'his', 'favorite', 'minstrels', '.', ""'"", ']']"
742,742,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'Bravely', 'bold', 'Sir', 'Robin', 'rode', 'forth', 'from', 'Camelot', '.', ""'"", ']']"
743,743,"['[', ""'He"", 'was', 'not', 'afraid', 'to', 'die', ',', 'O', 'brave', 'Sir', 'Robin', '.', ""'"", ']']"
744,744,"['[', ""'He"", 'was', 'not', 'at', 'all', 'afraid', 'to', 'be', 'killed', 'in', 'nasty', 'ways', ',', 'Brave', ',', 'brave', ',', 'brave', ',', 'brave', 'Sir', 'Robin', '!', ""'"", ']']"
745,745,"['[', ""'He"", 'was', 'not', 'in', 'the', 'least', 'bit', 'scared', 'to', 'be', 'mashed', 'into', 'a', 'pulp', ',', ""'"", ']']"
746,746,"['[', ""'Or"", 'to', 'have', 'his', 'eyes', 'gouged', 'out', 'and', 'his', 'elbows', 'broken', ',', 'To', 'have', 'his', 'kneecaps', 'split', 'and', 'his', 'body', 'burned', 'away', 'And', 'his', 'limbs', 'all', 'hacked', 'and', 'mangled', ',', 'brave', 'Sir', 'Robin', '!', ""'"", ']']"
747,747,"['[', ""'His"", 'head', 'smashed', 'in', 'and', 'his', 'heart', 'cut', 'out', 'And', 'his', 'liver', 'removed', 'and', 'his', 'bowels', 'unplugged', 'And', 'his', 'nostrils', 'raped', 'and', 'his', 'bottom', 'burned', 'off', 'And', 'his', 'pen', '--', ""'"", ']']"
748,748,"['[', '``', 'SIR', 'ROBIN', ':', 'That', ""'s"", '--', 'that', ""'s"", ',', 'uh', '--', 'that', ""'s"", 'enough', 'music', 'for', 'now', ',', 'lads', '.', '``', ',', ""'Heh"", '.', ""'"", ']']"
749,749,"['[', '``', 'Looks', 'like', 'there', ""'s"", 'dirty', 'work', 'afoot', '.', ""''"", ']']"
750,750,"['[', ""'DENNIS"", ':', 'Anarcho-syndicalism', 'is', 'a', 'way', 'of', 'preserving', 'freedom', '.', ""'"", ']']"
751,751,"['[', ""'WOMAN"", ':', 'Oh', ',', 'Dennis', ',', 'forget', 'about', 'freedom', '.', ""'"", ']']"
752,752,"['[', '``', 'Do', ""n't"", 'drop', 'that', 'mud', '.', ""''"", ']']"
